name,price,old price,sale,url,image,fullDescription,productInformation,rating,brand,is_best_seller,new release,productCategory
Embrator Boxer Printed Packof 3,EGP 144.00,EGP 180.00,20%,https://www.jumia.com.eg/embrator-boxer-printed-packof-3-27159568.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/86/595172/1.jpg?9570,"This item cannot be exchanged or returned Machine Wash: 30  Tumble Dry : Low Colors, Patterns & Printings May Vary Iron : Low Material Percentage: Cotton 100% Description: Relax boxer printed pack of 3",SKU: EM812SL1FK19GNAFAMZ Production Country: Egypt Color: multi color Main Material: Cotton 100%,4.5 out of 5 (2 verified ratings),https://www.jumia.com.eg/embrator/,,FALSE,fashion
Blazer Jacket For Men,EGP 799.00 26%,EGP 799.00,26%,https://www.jumia.com.eg/generic-blazer-jacket-for-men-40087396.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/69/378004/1.jpg?7595,Casual and classic men's blazer jacketThe inner lining is satinThe main material is soft Indian cottonMade in Egypt,SKU: GE810MW15B0ESNAFAMZ Model: 55553 Production Country: Egypt Color: WHITE Main Material: Cotton,5 out of 5 (2 verified ratings),https://www.jumia.com.eg/catalog/productratingsreviews/sku/GE810MW15B0ESNAFAMZ/,,FALSE,fashion
American Eagle AE Super Soft Graphic T-Shirt,EGP 345.00,EGP 750.00,54%,https://www.jumia.com.eg/american-eagle-ae-super-soft-graphic-t-shirt-26619521.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/12/591662/1.jpg?8786,Elevate your t-shirt game with stylish graphics and suuuper soft cotton.,SKU: AM423MW07HVSENAFAMZ Production Country: Cambodia Color: DARK GRAPHITE Main Material: 100% COTTON,4.9 out of 5 (20 verified ratings),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
American Eagle Polo Shirt,EGP 415.00,EGP 750.00,45%,https://www.jumia.com.eg/american-eagle-polo-shirt-21422926.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/62/922412/1.jpg?1675,Material: 97% Cotton 3% Elastane Item Description : Polo Shirt - White Color: White Gender: Men,SKU: AM423MW11GN8SNAFAMZ Model: U-1165-9148-100 1000 Production Country: Vietnam Color: White Main Material: 97% Cotton 3% Elastane,4.6 out of 5 (123 verified ratings),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
Dice Bundle Of Five Men Boxers,EGP 200.00,EGP 399.00 - EGP 499.00,60%,https://www.jumia.com.eg/dice-bundle-of-five-men-boxers-14157237.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/73/275141/1.jpg?4349,"This item cannot be exchanged or returned Colors, Patterns & Printings May Vary & May be Duplicate This item cannot be exchanged or returned True to size, take your usual size. It Doesn’t shrink or stretch out Doesnt wrinkle under your clothes Moisture-wicking - keeps you cool and dry Low profile leg bands for stay-in-place comfort Machine wash Slip on Made of the finest raw materials It has the ability to absorb sweat and prevent unpleasant odors Best-in-class wearing comfort is delivered with high-quality fabric Ideal for regular use",SKU: DI195FA17MJGLNAFAMZ Production Country: Egypt Color: May vary Main Material: Cotton,4.3 out of 5 (286 verified ratings),https://www.jumia.com.eg/dice/,,FALSE,fashion
ADIDAS Essentials Embroidered Linear Logo T-Shirt Men,EGP 400.00,EGP 799.00,50%,https://www.jumia.com.eg/adidas-essentials-embroidered-linear-logo-t-shirt-men-28955242.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/24/255982/1.jpg?4983,"  Regular fit   Crewneck   70% cotton, 30% recycled cotton single jersey   Short sleeves   Embroidered adidas Badge of Sport  ",SKU: AD537MW0EFW1ANAFAMZ Model: GL0058 Color: white Main Material: 70% Cotton/30% REC.CO Shop Type: Jumia Mall,5 out of 5 (2 verified ratings),https://www.jumia.com.eg/adidas/,,FALSE,fashion
Activ Two Stripped Casual White Shoes - Navy Blue & White,EGP 349.00,EGP 449.00,22%,https://www.jumia.com.eg/activ-two-stripped-casual-white-shoes-navy-blue-white-34918104.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/40/181943/1.jpg?4048,Leather Upper Material Textile inner material Hard Rubber Sole Round toecap shape Lace Up Closure,SKU: AC452FS0NX8L3NAFAMZ Model: FOO/ACTIVN/PORT20227858 Production Country: China Color: Multicolour Main Material: Leather,4.7 out of 5 (17 verified ratings),https://www.jumia.com.eg/activ/,,FALSE,fashion
Dice 100% Cotton Three Sleeveless Solid Men T-shirt -White,EGP 139.99,EGP 350.00,60%,https://www.jumia.com.eg/dice-100-cotton-three-sleeveless-solid-men-t-shirt-white-6946001.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/10/06496/1.jpg?8908,This item cannot be exchanged or returned Our Model is wearing Size S 100% Cotton Material Solid Material Regular Fit,"SKU: DI195FA05ZQ68NAFAMZ Production Country: Egypt Color: White Main Material: Cotton Care Label: Hand Wash , Low Iron",4 out of 5 (997 verified ratings),https://www.jumia.com.eg/dice/,,FALSE,fashion
American Eagle AE Super Soft Elevated Graphic T-Shirt,EGP 345.00,EGP 750.00,54%,https://www.jumia.com.eg/american-eagle-ae-super-soft-elevated-graphic-t-shirt-26623198.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/89/132662/1.jpg?4747,Graphics you have to feel to believe!,SKU: AM423MW1H2F7ANAFAMZ Production Country: Jordan Color: WHITE Main Material: 100% COTTON,5 out of 5 (16 verified ratings),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
ADIDAS Adilette Aqua Slides Unisex,EGP 550.00,"EGP 1,099.00",50%,https://www.jumia.com.eg/adidas-adilette-aqua-slides-unisex-28955157.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/75/155982/1.jpg?4027,  Regular fit   Slip-on construction   One-piece moulded EVA upper   EVA outsole   Soft Cloudfoam footbed   Lightweight feel; Quick-drying material  ,SKU: AD537FS18QUQ6NAFAMZ Model: F35542 Color: dark blue Main Material: SYNTHETICS Shop Type: Jumia Mall,4 out of 5 (35 verified ratings),https://www.jumia.com.eg/adidas/,,FALSE,fashion
Cottonil Bundle Of Three Breathable Cotton Undershirts - White,EGP 169.00,EGP 299.00,43%,https://www.jumia.com.eg/cottonil-bundle-of-three-breathable-cotton-undershirts-white-4989560.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/06/59894/1.jpg?9879,"This item cannot be exchanged or returned This item cannot be exchanged or returned Doesn’t wrinkle under your clothes Machine Wash Made of cotton material Comes in quick dry effect Breathable, quick-drying & odor-inhibiting Soft and gentle on the skin Ideal for daily use Slip on Sleeveless Round Neck",SKU: CO251FA03XFRWNAFAMZ Production Country: Egypt Color: White Main Material: Cotton,4.3 out of 5 (2361 verified ratings),https://www.jumia.com.eg/cottonil/,,FALSE,fashion
American Eagle AE Elevated Graphic Tee,EGP 345.00,EGP 750.00,54%,https://www.jumia.com.eg/american-eagle-ae-elevated-graphic-tee-26619474.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/47/491662/1.jpg?8127,A new dimension of graphic tee. You've got to feel it to believe it!,SKU: AM423MW0S9WSUNAFAMZ Production Country: Pakistan Color: BLACK Main Material: 100% COTTON,5 out of 5 (8 verified ratings),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
Activ Double Black Stitched Striped White Sneakers,EGP 349.00,EGP 449.00,22%,https://www.jumia.com.eg/activ-double-black-stitched-striped-white-sneakers-34918080.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/08/081943/1.jpg?4052,Leather Upper Material Textile Inner Material Hard Rubber Sole Round Toecap Shape Lace Closure,SKU: AC452FS04T82FNAFAMZ Model: FOO/ACTIVN/PORT20227854 Production Country: China Color: Multicolour Main Material: Leather,4.9 out of 5 (8 verified ratings),https://www.jumia.com.eg/activ/,,FALSE,fashion
ADIDAS Essentials Embroidered Linear Logo T-Shirt Men,EGP 400.00,EGP 799.00,50%,https://www.jumia.com.eg/adidas-essentials-embroidered-linear-logo-t-shirt-men-28955244.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/44/255982/1.jpg?4983,"  Regular fit   Crewneck   70% cotton, 30% recycled cotton single jersey   Short sleeves   Embroidered adidas Badge of Sport  ",SKU: AD537MW0QCK4UNAFAMZ Model: GL0060 Color: GREY Main Material: 70% Cotton/30% REC.CO Shop Type: Jumia Mall,4.4 out of 5 (7 verified ratings),https://www.jumia.com.eg/adidas/,,FALSE,fashion
ADIDAS Essentials Embroidered Linear Logo T-Shirt Men,EGP 400.00,EGP 799.00,50%,https://www.jumia.com.eg/adidas-essentials-embroidered-linear-logo-t-shirt-men-28955245.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/54/255982/1.jpg?4983,"  Regular fit   Crewneck   70% cotton, 30% recycled cotton single jersey   Short sleeves   Embroidered adidas Badge of Sport  ",SKU: AD537MW0WAW6MNAFAMZ Model: GL0062 Color: BLUE Main Material: 70% Cotton/30% REC.CO Shop Type: Jumia Mall,5 out of 5 (5 verified ratings),https://www.jumia.com.eg/adidas/,,FALSE,fashion
Bundle Of (12) Invisible Socks - For Men,EGP 249.00 72%,EGP 249.00,72%,https://www.jumia.com.eg/generic-bundle-of-12-invisible-socks-for-men-21455048.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/84/055412/1.jpg?8747,"High quality industrial materials Flexible and comfortable with the same cotton feel Nice colors, it may differ slightly from the picture The product cannot be returned or exchanged to protect personal hygiene    This item is non-returnable and non refundable",SKU: GE810MW1E1LKKNAFAMZ Production Country: Egypt Size (L x W x H cm): 0 Color: colors may vary Main Material: MIX,3.9 out of 5 (214 verified ratings),https://www.jumia.com.eg/catalog/productratingsreviews/sku/GE810MW1E1LKKNAFAMZ/,,FALSE,fashion
American Eagle AE Slim Fit Pique Polo Shirt,EGP 425.00,EGP 750.00,43%,https://www.jumia.com.eg/american-eagle-ae-slim-fit-pique-polo-shirt-38514853.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/35/841583/1.jpg?9769,Slim fit style that keeps you looking and feeling cool. Tipped for a touch of extra detail.,"SKU: AM423MW0LC7JJNAFAMZ Model: 129987216 Color: LIGHT PINK Main Material: 97% Cotton, 3% Elastane",0 out of 5 (No ratings available),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
American Eagle Polo Shirt,EGP 415.00,EGP 750.00,45%,https://www.jumia.com.eg/american-eagle-polo-shirt-21422884.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/48/822412/1.jpg?5117,Material: 97% Cotton 3% Elastane Item Description : Polo Shirt - Black Color: Black Gender: Men,SKU: AM423MW0T2FM4NAFAMZ Model: U-1165-9148-001 1000 Production Country: Vietnam Color: Black Main Material: 97% Cotton 3% Elastane,4.5 out of 5 (128 verified ratings),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
Dice Bundle Of Solid Five Boxers,EGP 200.00,EGP 399.00,50%,https://www.jumia.com.eg/dice-bundle-of-solid-five-boxers-13265056.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/65/056231/1.jpg?8851,"This item cannot be exchanged or returned Colors, May be Duplicate This item cannot be exchanged or returned It Doesn’t shrink or stretch out Low profile leg bands for stay-in-place comfort Machine wash Slip on Elastic Waist Solid Pattern Regular Fit Made of the finest raw materials It has the ability to absorb sweat and prevent unpleasant odors Ideal for daily use",SKU: DI195FA12QDPJNAFAMZ Production Country: Egypt Color: May vary Main Material: Cotton,4.4 out of 5 (496 verified ratings),https://www.jumia.com.eg/dice/,,FALSE,fashion
Diadora RB10 MARCH R TF Synthetic Turf Football Shoes Men - White,"EGP 1,290.00 61%","EGP 1,290.00",61%,https://www.jumia.com.eg/diadora-rb10-march-r-tf-synthetic-turf-football-shoes-men-white-38453912.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/21/935483/1.jpg?3587, Rod “Touch & Feel” Suprell Water Resistant. Lining in anti-stretch fabric and rear lining in non-slip PU. Sockliner with flex points in the forefoot area  Sockliner Synthetic fabric and shockproof expanded EVA  Sole Anti-abrasion rubber  Area synthetic field,SKU: DI391FS0D25IZNAFAMZ Model: 174858-C3518 Production Country: China Color: White Main Material: Synthitec,4.3 out of 5 (13 verified ratings),https://www.jumia.com.eg/diadora/,,FALSE,fashion
American Eagle AE Super Soft Graphic T-Shirt,EGP 345.00,EGP 750.00,54%,https://www.jumia.com.eg/american-eagle-ae-super-soft-graphic-t-shirt-26619481.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/18/491662/1.jpg?8787,Elevate your t-shirt game with stylish graphics and suuuper soft cotton.,SKU: AM423MW0B0C9ANAFAMZ Production Country: Cambodia Color: NAVY Main Material: 100% COTTON,4.9 out of 5 (27 verified ratings),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
American Eagle Slim Flex Polo Shirt,EGP 375.00,EGP 750.00,50%,https://www.jumia.com.eg/american-eagle-slim-flex-polo-shirt-21423154.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/45/132412/1.jpg?0891,Material: 97% Cotton 3% Elastane Item Description : Slim Flex Polo Shirt - White Color: White Gender: Men,SKU: AM423MW0QVCE4NAFAMZ Model: U-1165-9146-100 1000 Production Country: India Color: White Main Material: 97% Cotton 3% Elastane,4.7 out of 5 (286 verified ratings),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
Cottonil Bundle Of Three Men Undershirts Derby,EGP 179.00,EGP 259.00,31%,https://www.jumia.com.eg/cottonil-bundle-of-three-men-undershirts-derby-16402193.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/39/120461/1.jpg?8573,"This item cannot be exchanged or returned Colors, Patterns & Printings May Vary This item cannot be exchanged or returned True to size, take your usual size. It Doesn’t shrink or stretch out Doesn’t wrinkle under your clothes Moisture-wicking - keeps you cool and dry Low profile leg bands for stay-in-place comfort Machine Wash Slip-on Made of the finest raw materials It has the ability to absorb sweat and prevent unpleasant odors Best-in-class wearing comfort is delivered with high-quality fabric Ideal for regular use",SKU: CO251FA0NAHJHNAFAMZ Production Country: Egypt Color: May vary Main Material: Cotton,4.1 out of 5 (1380 verified ratings),https://www.jumia.com.eg/cottonil/,,FALSE,fashion
AM-Shop Bundle OF (4) Socks,EGP 199.00 85%,EGP 199.00,85%,https://www.jumia.com.eg/am-shop-bundle-of-4-socks-19933857.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/75/833991/1.jpg?9265,"High quality industrial materials Flexible and comfortable with the same cotton feel Nice colors, it may differ slightly from the picture The product cannot be returned or exchanged to protect personal hygiene    This item is non-returnable and non refundable  ",SKU: GE810FA195DVRNAFAMZ Model: 1 Production Country: Egypt Color: May vary Main Material: Cotton,3.3 out of 5 (1635 verified ratings),https://www.jumia.com.eg/brand-am-shop/,,FALSE,fashion
Slippers Black And White Lines For Men - Comfortable Leather -,EGP 199.00 65%,EGP 199.00,65%,https://www.jumia.com.eg/generic-slippers-black-and-white-lines-for-men-comfortable-leather-27456716.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/61/765472/1.jpg?9604,Will makes your foot all day walking comfort Very Comfort Light weight slipper Imported materials Men Wear ,SKU: GE810FS10RUJKNAFAMZ Model: black & white men slippers Production Country: Egypt Color: black and white Main Material: Rubber,3.5 out of 5 (23 verified ratings),https://www.jumia.com.eg/catalog/productratingsreviews/sku/GE810FS10RUJKNAFAMZ/,,FALSE,fashion
Desert Basic Lace-Up Faux Leather Fashion Sneaker For Men White,EGP 199.00,EGP 575.00,65%,https://www.jumia.com.eg/desert-basic-lace-up-faux-leather-fashion-sneaker-for-men-white-38465947.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/74/956483/1.jpg?9747,Material Features (EN) :  Eyelets that provide a reliable and secure lace-up closure Durable and lightweight upper that is made of faux leather Flexible PVC sole material for a comfortable fit Flexible and soft leather lining for a snug fit Minimalist shoe style with minimal embellishments Size & Fit : True to size European sizes LENGTH 9.9 in / 25.2 cm (size EU 41) LENGTH 10.25 in / 26 cm (size EU 42) LENGTH 10.6 in / 26.8 cm (size EU 43) LENGTH 10.9 in / 27.8 cm (size EU 44) LENGTH 11.25 in/ 28.6cm (size EU 45) LENGTH 11.6 in / 29.4 cm (size EU 46),SKU: DE403FS18MKSJNAFAMZ Model: HL- M X23 Production Country: Egypt Color: White Main Material: Faux leather,4.3 out of 5 (13 verified ratings),https://www.jumia.com.eg/desert/,,FALSE,fashion
ADIDAS Essentials Embroidered Linear Logo T-Shirt Men,EGP 400.00,EGP 799.00,50%,https://www.jumia.com.eg/adidas-essentials-embroidered-linear-logo-t-shirt-men-28783721.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/12/738782/1.jpg?4984,"  Regular fit   Crewneck   70% cotton, 30% recycled cotton single jersey   Short sleeves   Embroidered adidas Badge of Sport  ",SKU: AD537MW07L1B2NAFAMZ Model: GL0061 Color: Red Main Material: 100% rec polyester Shop Type: Jumia Mall,5 out of 5 (1 verified rating),https://www.jumia.com.eg/adidas/,,FALSE,fashion
Roomba Fashion Sneakers - Men,EGP 350.00 41%,EGP 350.00,41%,https://www.jumia.com.eg/generic-roomba-fashion-sneakers-men-34970502.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/20/507943/1.jpg?8676,Made of Genuine Leather Leather sneakers Rubber sole for excellent flexibility Lightweight for comfort walk Breathable footbed for healthy feet Detailed stitching for a neat look Shoe design tailored and clipped Leather and inner fabric,SKU: GE810FA0C7K13NAFAMZ Model: 031 Production Country: Egypt Color: Multiple colors Main Material: Leather,3 out of 5 (4 verified ratings),https://www.jumia.com.eg/catalog/productratingsreviews/sku/GE810FA0C7K13NAFAMZ/,,FALSE,fashion
American Eagle AirFlex 360 Skinny Jean,EGP 495.00,"EGP 1,600.00",69%,https://www.jumia.com.eg/american-eagle-airflex-360-skinny-jean-26284378.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/87/348262/1.jpg?2950,"A skinny fit throughout, with no shortage of comfort.","SKU: AM423MW1G06CMNAFAMZ Model: 129316809 Color: LIGHT BRIGHT INDIGO Main Material: 91% COTTON, 4% POLYESTER, 3% POLYESTER - RECYCLED, 2% ELASTANE",4.6 out of 5 (10 verified ratings),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
American Eagle AE Super Soft Graphic T-Shirt,EGP 345.00,EGP 650.00,47%,https://www.jumia.com.eg/american-eagle-ae-super-soft-graphic-t-shirt-38514524.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/42/541583/1.jpg?9589,Your new fave tee with a seriously soft feel & picture-perfect photoreal graphics.,SKU: AM423MW0PBTANNAFAMZ Model: 129987367 Color: CREAM Main Material: 100% Cotton,0 out of 5 (No ratings available),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
American Eagle Striped Polo Shirt,EGP 395.00,EGP 950.00,58%,https://www.jumia.com.eg/american-eagle-striped-polo-shirt-34392417.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/71/429343/1.jpg?5334,A collared classic featuring a bold single stripe and juuuust enough added stretch.,"SKU: AM423MW16IZ8FNAFAMZ Model: 129531975 Color: Black Main Material: 97% Cotton, 3% Elastane",5 out of 5 (2 verified ratings),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
American Eagle Graphic Heather Zip-Up Hoodie,EGP 495.00,"EGP 1,400.00",65%,https://www.jumia.com.eg/american-eagle-graphic-heather-zip-up-hoodie-34392918.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/81/929343/1.jpg?5511,"A soft, zip-up hoodie with graphics for extra style points. Layer up!","SKU: AM423MW1CS133NAFAMZ Model: 129491533 Color: Oatmeal Heather Main Material: 80% Cotton, 20% Polyester",4.4 out of 5 (7 verified ratings),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
American Eagle Colorblock Polo Shirt,EGP 395.00,EGP 950.00,58%,https://www.jumia.com.eg/american-eagle-colorblock-polo-shirt-34368913.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/31/986343/1.jpg?0355,"Add some color (and a collar) with this soft, perfectly-stretchy polo shirt.","SKU: AM423MW0J1KTJNAFAMZ Model: 129526981 Color: Navy Main Material: 97% Cotton, 3% Elastane",5 out of 5 (7 verified ratings),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
American Eagle AE Slim Fit Pique Polo Shirt,EGP 425.00,EGP 750.00,43%,https://www.jumia.com.eg/american-eagle-ae-slim-fit-pique-polo-shirt-38514890.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/09/841583/1.jpg?9829,Slim fit style that keeps you looking and feeling cool. Tipped for a touch of extra detail.,"SKU: AM423MW05UXTBNAFAMZ Model: 129987204 Color: BLUE Main Material: 97% Cotton, 3% Elastane",3 out of 5 (2 verified ratings),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
American Eagle Pique Polo Shirt,EGP 375.00 - EGP 415.00,EGP 750.00,50%,https://www.jumia.com.eg/pique-polo-shirt-american-eagle-mpg872561.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/75/032412/1.jpg?5112,Material: 97% Cotton 3% Elastane Item Description : Pique Polo Shirt - Black Color: Black Gender: Men,SKU: AM423MW18O7DONAFAMZ Model: U-1165-9152-001 1000 Production Country: Vietnam Color: Black Main Material: 97% Cotton 3% Elastane,4.5 out of 5 (688 verified ratings),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
American Eagle Slim Flex Polo Shirt,EGP 345.00,EGP 750.00,54%,https://www.jumia.com.eg/american-eagle-slim-flex-polo-shirt-21423183.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/38/132412/1.jpg?0146,Material: 97% Cotton 3% Elastane Item Description : Slim Flex Polo Shirt - Burgundy Color: Burgundy Gender: Men,SKU: AM423MW0MPB5ONAFAMZ Model: U-1165-9146-613 1000 Production Country: India Color: Burgundy Main Material: 97% Cotton 3% Elastane,4.6 out of 5 (631 verified ratings),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
American Eagle Super Soft Graphic T-Shirt,EGP 345.00,EGP 750.00,54%,https://www.jumia.com.eg/american-eagle-super-soft-graphic-t-shirt-34365136.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/63/156343/1.jpg?0487,Your go-to graphic tee in a super soft jersey you gotta feel to believe.,SKU: AM423MW11LNQVNAFAMZ Model: 129527063 Color: Navy Main Material: 100% Cotton,5 out of 5 (5 verified ratings),https://www.jumia.com.eg/american-eagle/,,FALSE,fashion
Black Plain Leather Sneakers - Men's Fashion,EGP 450.00 17%,EGP 450.00,17%,https://www.jumia.com.eg/generic-black-plain-leather-sneakers-mens-fashion-26053594.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/49/535062/1.jpg?2814,Snekars for man  Lace up  Low Cut Plain  Black ,SKU: GE810FS0THPHYNAFAMZ Model: 104 Black Production Country: Egypt Color: Black Main Material: Leather,4.5 out of 5 (10 verified ratings),https://www.jumia.com.eg/catalog/productratingsreviews/sku/GE810FS0THPHYNAFAMZ/,,FALSE,fashion
FORFIT Bundles 3 Printed Checks Boxer For Men,EGP 250.00 40%,EGP 250.00,40%,https://www.jumia.com.eg/forfit-bundles-3-printed-checks-boxer-for-men-25965743.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/34/756952/1.jpg?5399,"Colors, patterns, and prints may vary and may be the same Personal overviewMachine washThe size is suitable for the body, does not reveal or stretchDoes not wrinkle under clothesKeeps the skin soft and dryeasy to wear","SKU: FO295SL0KOYMWNAFAMZ Model: FMP-007 Production Country: Egypt Size (L x W x H cm): 12×11×11 Color: Vary Color Main Material: 95% Cotton , 5%Lycra Care Label: <h2 style=""text-align: left;"">Machine Wash Cold ,Wash Separately or same colors ,Turn Inside out before washing and drying - Do Not Bleach, Wring, Worm Iron if needed</h2> Shop Type: Jumia Mall",4.3 out of 5 (6 verified ratings),https://www.jumia.com.eg/forfit/,,FALSE,fashion
6 Pieces Men's Boxer Shorts,EGP 450.00 69%,EGP 450.00,69%,https://www.jumia.com.eg/6-pieces-mens-boxer-shorts-generic-mpg737672.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/96/796561/1.jpg?0646,Cotton material Solid pattern Slip on This item cannot be exchanged or returned,SKU: GE810MW1LMOPDNAFAMZ Production Country: Egypt Color: Colors may vary,3.7 out of 5 (351 verified ratings),https://www.jumia.com.eg/catalog/productratingsreviews/sku/GE810MW1LMOPDNAFAMZ/,,FALSE,fashion
Pure Cotton Sweatpants - Black,EGP 300.00 17%,EGP 300.00,17%,https://www.jumia.com.eg/generic-pure-cotton-sweatpants-black-44090341.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/14/309044/1.jpg?6165,Our Model Is Wearing Size L Cotton Material 100% Regular Fit Elastic Waist with Drawstring 3 functional pocketsThe size as below Large size from 63kg to 73kgXl size from 73kg to 83kg2x size from 83kg to 93kg,SKU: GE810MW08IOXGNAFAMZ Color: Black Main Material: Cotton 100%,0 out of 5 (No ratings available),,,FALSE,fashion
Flip Flop Slippers For Men - Black,EGP 140.00 43%,EGP 140.00,43%,https://www.jumia.com.eg/onda-flip-flop-slippers-for-men-black-9518972.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/27/98159/1.jpg?4204,Rubber Upper Material Rubber inner material Hard Rubber Sole Thong toecap shape Size:40/41 - 42/43 - 44/45 EU size 40 fits size 40/41 size 42 fits size 42/43 size 44 fits size 44/45,SKU: ON210FA0GNQQENAFAMZ Model: L Production Country: Egypt Color: Black Main Material: Mix,4.3 out of 5 (40 verified ratings),https://www.jumia.com.eg/catalog/productratingsreviews/sku/ON210FA0GNQQENAFAMZ/,,FALSE,fashion
Brio Classic Oxford 604- Leather Genuine Shoes - Black,EGP 850.00 29%,EGP 850.00,29%,https://www.jumia.com.eg/brio-classic-oxford-604-leather-genuine-shoes-black-26666490.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/09/466662/1.jpg?8509,Leather Outer Material Leather Inner Material Hard Rubber Sole Oval Toe Shape Slip on closure,SKU: BR100FS05MWIUNAFAMZ Model: 604 black Production Country: Egypt Color: Black Main Material: Natural Leather,0 out of 5 (No ratings available),https://www.jumia.com.eg/brand-brio/,,FALSE,fashion
Chertex Men Regular Classic Jeans-dark Blue,EGP 650.00 29%,EGP 650.00,29%,https://www.jumia.com.eg/chertex-men-regular-classic-jeans-dark-blue-27330847.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/74/803372/1.jpg?8292,Regular comfortable Pants The model wear size 42 Solid pattern,SKU: CH456MW18JANGNAFAMZ Model: 137 Production Country: Egypt Size (L x W x H cm): 40*30 Color: blue Main Material: Blended Cotton,5 out of 5 (4 verified ratings),https://www.jumia.com.eg/chertex/,,FALSE,fashion
Caesar Elastic Waist With Baggy Sweatpants - Blue,EGP 154.00,EGP 361.00,57%,https://www.jumia.com.eg/caesar-elastic-waist-with-baggy-sweatpants-blue-24649644.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/44/694642/1.jpg?2699,Our Model Is wearing Size L Cotton Material Regular fit Elastic Waist With Drawstring Solid pattern Slip On  baggy,SKU: BR241MW0QLYLUNAFAMZ Model: 6435 Production Country: Egypt Color: blue Main Material: Cotton,4.5 out of 5 (4 verified ratings),https://www.jumia.com.eg/brand-caesar/,,FALSE,fashion
