name,price,old orice,sales,url,image,productInformation,fullDescription,color,Product details,left,rating,brand,is_best_seller,new release,productCategory
OPPO Hydro Film For OPPO Realme GT Neo2,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-hydro-film-for-oppo-realme-gt-neo2-37103260.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/06/230173/1.jpg?2650,SKU: OP872EA03PJ8DNAFAMZ Model: B17641WLP=EDA002205918 Production Country: China Size (L x W x H cm): 19 x 10 x 1cm Color: Multicolor Main Material: Multi-Material,Hydro Film For OPPO Realme GT Neo2 Hydro Film For OPPO Realme GT Neo2 Hydro Film For OPPO Realme GT Neo2 Hydro Film For OPPO Realme GT Neo2 Hydro Film For OPPO Realme GT Neo2,Size (L x W x H cm): 19 x 10 x 1cm," Hydro Film For OPPO Realme GT Neo2 1. Full coverage of curved surface, strong adsorptive force, no hidden danger of edge warping, explosion-proof and wear-resistant 2. Direct pasting without water condensation 3. Retain the original texture, zero distance contact, sensitive touch 4. High definition, high transparency, restore the original color, smooth surface oil 5. Durable surface under special manufacturing process, scratch protection on screen ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO Reno 7 - 256GB/8GB - 6.4 Inch - Sunset Orange,"EGP 11,000.00","EGP 11,000.00",4%,https://www.jumia.com.eg/oppo-reno-7-256gb8gb-6.4-inch-sunset-orange-39522160.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/06/122593/1.jpg?4944,SKU: OP872MP03N881NAFAMZ Model: Reno 7 Production Country: China Color: sunset orange,8GB 256GB 6.4 inch Sunset orange,Color: sunset orange," Brand	OPPO Model name	Oppo Reno7 OS	Android 12.0 Cellular technology	LTE Memory storage capacity	256 GB Connectivity technologies	Wi-Fi Colour	Sunset Orange Screen size	6.4 Inches Installed RAM memory size	8 GB SIM card slot count	Dual SIM See less",1 units left,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO A16 - 6.52-inch 32GB/3GB Dual SIM Mobile Phone - Pearl Blue,"EGP 4,999.00","EGP 4,999.00",29%,https://www.jumia.com.eg/oppo-a16-6.52-inch-32gb3gb-dual-sim-mobile-phone-pearl-blue-27980462.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/26/408972/1.jpg?2967,SKU: OP872MP0FQ1AKNAFAMZ Model: A16 / 3-32GB Size (L x W x H cm): 163.8 x 75.6 x 8.4 mm Color: Pearl Blue Main Material: n/a,Processor: Octa-core Helio G35 12 nano Size / RAM: 32/64 GB with 3/4 GB RAM Camera: Triple rear 13 + 2 + 2 MB. / Front 8 mb. Screen: 6.52 inches with high definition + has a small notch Operating System: Android 11 Battery: 5000 mAh,Color: Pearl Blue," OPPO A16 the network2G network3G network4G networkSlide typenano simDual SIMthe designDimensions163.8 x 75.6 x 8.4 mmthe weight190 gramsmobile background materialglossy plasticthe screenscreen typeIPS LCDmeasuring6.52 inches has a small drop in the chordAccuracy720 x 1600Screen colors16 million colorspixel density269cameraback cameraThe first triple rear is 13 MB, with an F / 2.2 lens slot, the second is 2 MB for macro photography, with an F / 2.4 lens slot, and the third is for isolation, 2 MB, with an F / 2.4 lens slot.the video1080p@30fpsCamera FeaturesHDR, panoramamy backLED flashfront camera8 MP, f/2.0 . lens aperturehardwareHealerOcta-core Helio G35 with 12 nanotechnologyGPUPowerVR GE8320Ramat3 GB RAMInterior space32 GBMemory inputSupports up to 256 GB in a separate portfinger printin the power buttonsensorsFingerprint, accelerometer, proximity, gyroscopesoftwareOSAndroid 11user interfaceColorOS 11.1.1 Updatethe batteryeligibility5000placeNot removablecharger power10 wattsTelecommunicationsBluetoothVersion 5.0WIFIWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspotWi-fi hotspotUSBType C also supports OTGGPSWith A-GPS, GLONASS, GALILEO, BDS, QZSSAudio and mediaEXTERNAL FEATUREMono / Single HeadsetRadio FMHeadphone inputSupports 3.5 mm port.The box contains headphonesYes",1 units left,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO PU Phone Case For OPPO Realme GT Neo3,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-pu-phone-case-for-oppo-realme-gt-neo3-34778672.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/27/687743/1.jpg?8599,SKU: OP872EA0GHFZZNAFAMZ Model: B176415FK=EDA002987806E Production Country: China Size (L x W x H cm): 20 x 16 x 1cm Color: Red Main Material: Multi-Material,PU Phone Case For OPPO Realme GT Neo3 PU Phone Case For OPPO Realme GT Neo3 PU Phone Case For OPPO Realme GT Neo3 PU Phone Case For OPPO Realme GT Neo3 PU Phone Case For OPPO Realme GT Neo3,Size (L x W x H cm): 20 x 16 x 1cm," PU Phone Case For OPPO Realme GT Neo3 1. Made of TPU+PC+PU leather, wear-resistant and durable. 2. It adequately protects devices from the normal scratches, dirt, tear and wear. 3. TPU corners covering for good shock-absorbing. 4. Access to all ports and buttons easily without removing the case. 5. Special design, and the precision fits for your phone. ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,TRUE,TRUE,phone
OPPO Grid Texture Leather Case For Realme 10 4G,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-grid-texture-leather-case-for-realme-10-4g-39775156.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/65/157793/1.jpg?8613,SKU: OP872EA12SK2PNAFAMZ Model: B17641RCK=EDA004126005C Production Country: China Size (L x W x H cm): 20 x 16 x 1cm Color: Grey Main Material: Multi-Material,Grid Texture Leather Case For Realme 10 4G Grid Texture Leather Case For Realme 10 4G Grid Texture Leather Case For Realme 10 4G Grid Texture Leather Case For Realme 10 4G Grid Texture Leather Case For Realme 10 4G,Size (L x W x H cm): 20 x 16 x 1cm,"  Grid Texture Leather Case For Realme 10 4G 1. Made of PU leather and TPU material, it can work for a long time. 2. It can fully protect the equipment from normal scratches, dirt, tearing and abrasion. 3. The bracket design makes horizontal viewing more convenient. 4. With card slot, the function is practical. 5. Easily access all ports and buttons without disassembling the case.   ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO Side Buckle PU Phone Case For OPPO Realme 9i/A36 4G/A96 4G/K10 4G/A76 4G,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-side-buckle-pu-phone-case-for-oppo-realme-9ia36-4ga96-4gk10-4ga76-4g-34757425.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/52/475743/1.jpg?6170,SKU: OP872EA0V8QJJNAFAMZ Model: B176415FK=EDA002956314C Production Country: China Size (L x W x H cm): 20 x 10 x 2cm Color: Red Main Material: Multi-Material,Side Buckle PU Phone Case For OPPO Realme 9i/A36 4G/A96 4G/K10 4G/A76 4G Side Buckle PU Phone Case For OPPO Realme 9i/A36 4G/A96 4G/K10 4G/A76 4G Side Buckle PU Phone Case For OPPO Realme 9i/A36 4G/A96 4G/K10 4G/A76 4G Side Buckle PU Phone Case For OPPO Realme 9i/A36 4G/A96 4G/K10 4G/A76 4G Side Buckle PU Phone Case For OPPO Realme 9i/A36 4G/A96 4G/K10 4G/A76 4G,Size (L x W x H cm): 20 x 10 x 2cm," Side Buckle PU Phone Case For OPPO Realme 9i/A36 4G/A96 4G/K10 4G/A76 4G 1. Good reception signal 2. Simple, comfortable and easy to carry 3. Fully protect the equipment from normal scratches, dirt, tears and wear 4. Bracket and card slot function, easy to use 5. All buttons and ports are easy to access ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO A16 4GB RAM 64GB CRYSTAL BLACK,"EGP 5,290.00","EGP 5,290.00",19%,https://www.jumia.com.eg/oppo-a16-4gb-ram-64gb-crystal-black-38521536.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/63/512583/1.jpg?9368,SKU: OP872MP11TAMFNAFAMZ Model: A16 Color: CRYSTAL BLACK, Mobile Phone Type Smartphones Model Name A16 Storage Capacity 64 GB RAM 4 GB Main Camera Resolution Triple Camera Front Camera 8 MP Number of SIM Dual SIM SIM Type Nano-SIM Operating System Type Android 11 Processor Manufacturer MediaTek Number of Processor Core Octa Core Battery Capacity 4000 - 5000 mAh,Color: CRYSTAL BLACK," Model A16   Display 6.5-inch IPS LCD HD+ (720 x 1600) Eye-Care Display   Rear Camera - 13MP, f/2.2, 26mm (wide lens)   - 2 MP, f/2.4, (macro lens)   - 2 MP, f/2.4, (depth lens)   Front Camera 8MP, f/2.0, (wide)   Memory 64GB internal storage, 4GB RAM   Processor MediaTek Helio G35 octa-core   Battery Capacity 5000mAh   Connectivity Wi-Fi, GPS, Bluetooth 5.0, Type-C USB, Side-mounted fingerprint ",3 units left,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO Imak 3D Glass Film For OPPO A1 Pro 5G,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-imak-3d-glass-film-for-oppo-a1-pro-5g-38231182.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/28/113283/1.jpg?9297,SKU: OP872EA0GQKCJNAFAMZ Model: B17641RXK=EDA004144304 Production Country: China Size (L x W x H cm): 17 x 9 x 1cm Color: Multicolor Main Material: Multi-Material,imak 3D Glass Film For OPPO A1 Pro 5G imak 3D Glass Film For OPPO A1 Pro 5G imak 3D Glass Film For OPPO A1 Pro 5G imak 3D Glass Film For OPPO A1 Pro 5G imak 3D Glass Film For OPPO A1 Pro 5G,Size (L x W x H cm): 17 x 9 x 1cm,"  imak 3D Glass Film For OPPO A1 Pro 5G 1. Ultra-clear: optical grade light transmittance, ultra-low reflectivity and high air permeability. 2. Anti-fingerprint: Surface polymer anti-fingerprint treatment. 3. Coverage: fit the real hine and cover in place. 4. Smooth touch: Eliminate the touch of ordinary film, smoother feel and touch. 5. Simple and easy to stick: as long as the hole is d, it will automatically absorb and evacuate the air inside.   ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO Side Buckle PU Phone Case For OPPO Realme 9i/A36 4G/A96 4G/K10 4G/A76 4G,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-side-buckle-pu-phone-case-for-oppo-realme-9ia36-4ga96-4gk10-4ga76-4g-34757224.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/42/275743/1.jpg?6194,SKU: OP872EA0P6467NAFAMZ Model: B176415FK=EDA002956314B Production Country: China Size (L x W x H cm): 20 x 10 x 2cm Color: Blue Main Material: Multi-Material,Side Buckle PU Phone Case For OPPO Realme 9i/A36 4G/A96 4G/K10 4G/A76 4G Side Buckle PU Phone Case For OPPO Realme 9i/A36 4G/A96 4G/K10 4G/A76 4G Side Buckle PU Phone Case For OPPO Realme 9i/A36 4G/A96 4G/K10 4G/A76 4G Side Buckle PU Phone Case For OPPO Realme 9i/A36 4G/A96 4G/K10 4G/A76 4G Side Buckle PU Phone Case For OPPO Realme 9i/A36 4G/A96 4G/K10 4G/A76 4G,Size (L x W x H cm): 20 x 10 x 2cm," Side Buckle PU Phone Case For OPPO Realme 9i/A36 4G/A96 4G/K10 4G/A76 4G 1. Good reception signal 2. Simple, comfortable and easy to carry 3. Fully protect the equipment from normal scratches, dirt, tears and wear 4. Bracket and card slot function, easy to use 5. All buttons and ports are easy to access ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO Leather Case For Realme 10 5G,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-leather-case-for-realme-10-5g-39778442.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/24/487793/1.jpg?0126,SKU: OP872EA0EKUWHNAFAMZ Model: B17641Y2Q=EDA003849603A Production Country: China Size (L x W x H cm): 20 x 16 x 1cm Color: Red Main Material: Multi-Material,Leather Case For Realme 10 5G Leather Case For Realme 10 5G Leather Case For Realme 10 5G Leather Case For Realme 10 5G Leather Case For Realme 10 5G,Size (L x W x H cm): 20 x 16 x 1cm,"  Leather Case For Realme 10 5G 1. Made of PU leather and TPU material, it may work for a long time. 2. It adequately protects devices from the normal scratches, dirt, tear and wear. 3. Holder design makes horizontal viewing more convenient. 4. With card slots and wallet, practical and functional. 5. Access to all ports and buttons easily without removing the case.   ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,TRUE,phone
OPPO A16 - 6.52-inch 64GB/4GB Dual SIM Mobile Phone - Negro,"EGP 5,565.00","EGP 5,565.00", ,https://www.jumia.com.eg/oppo-a16-6.52-inch-64gb4gb-dual-sim-mobile-phone-negro-38594901.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/10/949583/1.jpg?5810,SKU: OP872MP06IOR3NAFAMZ Model: CPH2269 Size (L x W x H cm): 163.8x75.6x8.4 ملم Color: Black Main Material: N/A,Processor: Octa-core Helio G35 12 nanoSize / RAM: 32/64 GB with 3/4 GB RAMCamera: Triple rear 13 + 2 + 2 MB. / Front 8 mb.Screen: 6.52 inches with high definition + has a small notchOperating System: Android 11Battery: 5000 mAh,Color: Black," the network2G network3G network4G networkSlide typenano simDual SIMthe designDimensions163.8 x 75.6 x 8.4 mmthe weight190 gramsmobile background materialglossy plasticthe screenscreen typeIPS LCDmeasuring6.52 inches has a small drop in the chordAccuracy720 x 1600Screen colors16 million colorspixel density269cameraback cameraThe first triple rear is 13 MB, with an F / 2.2 lens slot, the second is 2 MB for macro photography, with an F / 2.4 lens slot, and the third is for isolation, 2 MB, with an F / 2.4 lens slot.the video1080p@30fpsCamera FeaturesHDR, panoramamy backLED flashfront camera8 MP, f/2.0 . lens aperturehardwareHealerOcta-core Helio G35 with 12 nanotechnologyGPUPowerVR GE8320Ramat4 GB RAMInterior space64 GBMemory inputSupports up to 256 GB in a separate portfinger printin the power buttonsensorsFingerprint, accelerometer, proximity, gyroscopesoftwareOSAndroid 11user interfaceColorOS 11.1.1 Updatethe batteryeligibility5000placeNot removablecharger power10 wattsTelecommunicationsBluetoothVersion 5.0WIFIWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspotWi-fi hotspotUSBType C also supports OTGGPSWith A-GPS, GLONASS, GALILEO, BDS, QZSSAudio and mediaEXTERNAL FEATUREMono / Single HeadsetRadio FMHeadphone inputSupports 3.5 mm port.The box contains headphonesYes",1 units left,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
OPPO Leather Case For OPPO Reno8 Pro 5G Global / Reno8 Pro+,Shipped from abroad,Shipped from abroad,30%,https://www.jumia.com.eg/oppo-leather-case-for-oppo-reno8-pro-5g-global-reno8-pro-34745694.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/49/654743/1.jpg?4906,SKU: OP872EA0TK9UFNAFAMZ Model: B17641WHL=EDA003729808B Production Country: China Size (L x W x H cm): 20 x 16 x 1cm Color: Black Main Material: Multi-Material,Leather Case For OPPO Reno8 Pro 5G Global / Reno8 Pro+ Leather Case For OPPO Reno8 Pro 5G Global / Reno8 Pro+ Leather Case For OPPO Reno8 Pro 5G Global / Reno8 Pro+ Leather Case For OPPO Reno8 Pro 5G Global / Reno8 Pro+ Leather Case For OPPO Reno8 Pro 5G Global / Reno8 Pro+,Size (L x W x H cm): 20 x 16 x 1cm," Leather Case For OPPO Reno8 Pro 5G Global / Reno8 Pro+ 1. Durable: PU + TPU material, wear-resistant and durable. With good performance and high quality can be used for a long time. 2. Practical Card Holder Function: 3 card slots and 1 cash compartment to store your credit cards, cash, or small notes for daily needed. 3. Convenience: All buttons and ports can be accessed, charged, and connected to the headphone cable without removing the phone case. 4. Anti-fall: Four-corner TPU all-inclusive design, very good resistance to falling. 5. Protection: It adequately protects devices from the normal scratches, dirt, tear and wear. 6. Convenient Kickstand: Stable kickstand lets you make hands-free video calls, read, or watch movies, liberate your hands for more efficient work. 7. Wrist Strap Design: A small wrist strap is very convenient when you have no more hands to carry your phone. ",In stock,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
"OPPO A76 6.56 Inches ,Dual SIM ,4G LTE ,6GB Ram, 128 GB Storage - Glowing Black","EGP 7,067.00","EGP 7,067.00",23%,https://www.jumia.com.eg/oppo-a76-6.56-inches-dual-sim-4g-lte-6gb-ram-128-gb-storage-glowing-black-33881527.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/72/518833/1.jpg?1623,SKU: OP872MP176BW1NAFAMZ Model: A76 Color: Glowing Black,"Display Type IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM) Chipset Qualcomm SM6225 Snapdragon 680 4G (6 nm) Internal 128GB 6GB RAM main Camera Dual 13 MP, f/2.2, 26mm (wide), 1/3.06"", 1.12µm, PDAF TypeLi-Po 5000 mAh, non-removable",Color: Glowing Black," Network    Technology GSM / HSPA / LTE 2G bands GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 3G bands HSDPA 850 / 900 / 2100 4G bands LTE (unspecified) Speed HSPA 42.2/5.76 Mbps, LTE-A Display: Type IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM) Size 6.56 inches, 103.4 cm2 (~83.1% screen-to-body ratio) Resolution 720 x 1612 pixels, 20:9 ratio (~269 ppi density) Platform OS Android 11, ColorOS 11.1 Chipset Qualcomm SM6225 Snapdragon 680 4G (6 nm) CPU Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver) GPU Adreno 610 Memory Card slot microSDXC Internal128GB 6GB RAM  UFS 2.1 Camera: main Camera Dual 13 MP, f/2.2, 26mm (wide), 1/3.06"", 1.12µm, PDAF 2 MP, f/2.4, (depth) Features LED flash, HDR, panorama Video 1080p@30fps front camera Single 8 MP, f/2.0, (wide) Features HDR Video1080p@30fps Sound Loudspeaker Yes 3.5mm jack Yes COMMS  WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot Bluetooth 5.0, A2DP, LE, aptX HD GPS Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS USB USB Type-C 2.0, USB On-The-Go Sensors Fingerprint (side-mounted), accelerometer, proximity, compass Battery TypeLi-Po 5000 mAh, non-removable",6 units left,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
"OPPO A17 - 6.56 Inches, Dual SIM, 4GB Ram, 64GB ROM, Lake Blue","EGP 5,529.60","EGP 5,529.60",4%,https://www.jumia.com.eg/oppo-a17-6.56-inches-dual-sim-4gb-ram-64gb-rom-lake-blue-38720455.html,https://eg.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/55/402783/1.jpg?2397,SKU: OP872MP0WZH27NAFAMZ Model: A17 Size (L x W x H cm): 164.2 x 75.6 x 8.3 mm (6.46 x 2.98 x 0.33 in) Color: Lake Blue,"Network Technology GSM / HSPA / LTE2G bands GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 23G bands HSDPA 850 / 900 / 21004G bands 1, 3, 5, 8, 38, 40, 41Speed HSPA, LTE BodyDimensions 164.2 x 75.6 x 8.3 mm (6.46 x 2.98 x 0.33 in)Weight 189 g (6.67 oz)SIM Dual SIM (Nano-SIM, dual stand-by) IPX4 water resistance DisplayType IPS LCDSize 6.56 inches, 103.4 cm2 (~83.3% screen-to-body ratio)Resolution 720 x 1612 pixels, 20:9 ratio (~269 ppi density) PlatformOS Android 12, ColorOS 12.1Chipset MediaTek MT6765 Helio G35 (12 nm)CPU Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)GPU PowerVR GE8320 MemoryCard slot microSDXCInternal 64GB 4GB RAM Main CameraDual 50 MP, f/1.8, (wide), PDAF2 MP, f/2.4, (depth)Features LED flash, HDR, panoramaVideo 1080p@30fps Selfie cameraSingle 5 MP, f/2.2, (wide)Features HDRVideo Yes SoundLoudspeaker Yes3.5mm jack Yes COMMSWLAN Wi-Fi 802.11 a/b/g/n/ac, dual-bandBluetooth 5.3Positioning GPSNFC NoRadio FM radioUSB microUSB 2.0 FeaturesFingerprint (side-mounted), accelerometer, proximity BatteryLi-Po 5000 mAh, non-removable",Color: Lake Blue," Dimensions 164.2 x 75.6 x 8.3 mm (6.46 x 2.98 x 0.33 in) CPU Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53) Internal Memory 64GB 4GB RAM Fingerprint (side-mounted), accelerometer, proximity Li-Po 5000 mAh, non-removable",1 units left,0 out of 5 (No ratings available),Brand: OPPO | Similar products from OPPO,FALSE,FALSE,phone
